time,count
247204837.904,800.0
247204838.104,845.0
247204838.304,755.0
247204838.504,845.0
247204838.704,780.0
247204838.904,890.0
247204839.104,790.0
247204839.304,840.0
247204839.504,925.0
247204839.704,905.0
247204839.904,850.0
247204840.104,750.0
247204840.304,770.0
247204840.504,810.0
247204840.704,925.0
247204840.904,835.0
247204841.104,755.0
247204841.304,695.0
247204841.504,775.0
247204841.704,795.0
247204841.904,745.0
247204842.104,695.0
247204842.304,860.0
247204842.504,795.0
247204842.704,745.0
247204842.904,620.0
247204843.104,785.0
247204843.304,805.0
247204843.504,740.0
247204843.704,750.0
247204843.904,735.0
247204844.104,725.0
247204844.304,820.0
247204844.504,805.0
247204844.704,765.0
247204844.904,765.0
247204845.104,720.0
247204845.304,830.0
247204845.504,650.0
247204845.704,660.0
247204845.904,770.0
247204846.104,745.0
247204846.304,680.0
247204846.504,755.0
247204846.704,805.0
247204846.904,820.0
247204847.104,755.0
247204847.304,730.0
247204847.504,790.0
247204847.704,755.0
247204847.904,715.0
247204848.104,730.0
247204848.304,835.0
247204848.504,690.0
247204848.704,715.0
247204848.904,730.0
247204849.104,690.0
247204849.304,730.0
247204849.504,820.0
247204849.704,810.0
247204849.904,660.0
247204850.104,685.0
247204850.304,670.0
247204850.504,695.0
247204850.704,755.0
247204850.904,730.0
247204851.104,715.0
247204851.304,725.0
247204851.504,810.0
247204851.704,810.0
247204851.904,730.0
247204852.104,735.0
247204852.304,715.0
247204852.504,600.0
247204852.704,715.0
247204852.904,805.0
247204853.104,790.0
247204853.304,800.0
247204853.504,685.0
247204853.704,885.0
247204853.904,660.0
247204854.104,805.0
247204854.304,775.0
247204854.504,735.0
247204854.704,695.0
247204854.904,705.0
247204855.104,735.0
247204855.304,685.0
247204855.504,665.0
247204855.704,780.0
247204855.904,740.0
247204856.104,725.0
247204856.304,615.0
247204856.504,775.0
247204856.704,760.0
247204856.904,765.0
247204857.104,745.0
247204857.304,715.0
247204857.504,630.0
247204857.704,670.0
247204857.904,795.0
247204858.104,755.0
247204858.304,760.0
247204858.504,665.0
247204858.704,710.0
247204858.904,835.0
247204859.104,670.0
247204859.304,845.0
247204859.504,775.0
247204859.704,745.0
247204859.904,785.0
247204860.104,790.0
247204860.304,790.0
247204860.504,830.0
247204860.704,710.0
247204860.904,725.0
247204861.104,720.0
247204861.304,730.0
247204861.504,660.0
247204861.704,725.0
247204861.904,710.0
247204862.104,735.0
247204862.304,765.0
247204862.504,755.0
247204862.704,750.0
247204862.904,665.0
247204863.104,740.0
247204863.304,670.0
247204863.504,705.0
247204863.704,855.0
247204863.904,770.0
247204864.104,765.0
247204864.304,715.0
247204864.504,750.0
247204864.704,750.0
247204864.904,850.0
247204865.104,820.0
247204865.304,745.0
247204865.504,755.0
247204865.704,775.0
247204865.904,755.0
247204866.104,860.0
247204866.304,665.0
247204866.504,850.0
247204866.704,795.0
247204866.904,750.0
247204867.104,715.0
247204867.304,810.0
247204867.504,765.0
247204867.704,770.0
247204867.904,795.0
247204868.104,790.0
247204868.304,860.0
247204868.504,750.0
247204868.704,755.0
247204868.904,990.0
247204869.104,780.0
247204869.304,810.0
247204869.504,845.0
247204869.704,775.0
247204869.904,680.0
247204870.104,680.0
247204870.304,745.0
247204870.504,725.0
247204870.704,805.0
247204870.904,810.0
247204871.104,735.0
247204871.304,810.0
247204871.504,695.0
247204871.704,805.0
247204871.904,800.0
247204872.104,790.0
247204872.304,710.0
247204872.504,715.0
247204872.704,795.0
247204872.904,720.0
247204873.104,695.0
247204873.304,725.0
247204873.504,665.0
247204873.704,725.0
247204873.904,730.0
247204874.104,725.0
247204874.304,845.0
247204874.504,745.0
247204874.704,770.0
247204874.904,775.0
247204875.104,755.0
247204875.304,765.0
247204875.504,775.0
247204875.704,730.0
247204875.904,745.0
247204876.104,705.0
247204876.304,760.0
247204876.504,775.0
247204876.704,785.0
247204876.904,700.0
247204877.104,880.0
247204877.304,700.0
247204877.504,665.0
247204877.704,810.0
247204877.904,605.0
247204878.104,770.0
247204878.304,805.0
247204878.504,830.0
247204878.704,655.0
247204878.904,695.0
247204879.104,665.0
247204879.304,695.0
247204879.504,710.0
247204879.704,760.0
247204879.904,735.0
247204880.104,775.0
247204880.304,850.0
247204880.504,750.0
247204880.704,695.0
247204880.904,740.0
247204881.104,715.0
247204881.304,690.0
247204881.504,825.0
247204881.704,785.0
247204881.904,755.0
247204882.104,860.0
247204882.304,635.0
247204882.504,670.0
247204882.704,720.0
247204882.904,800.0
247204883.104,770.0
247204883.304,770.0
247204883.504,825.0
247204883.704,795.0
247204883.904,725.0
247204884.104,750.0
247204884.304,685.0
247204884.504,775.0
247204884.704,720.0
247204884.904,790.0
247204885.104,710.0
247204885.304,765.0
247204885.504,730.0
247204885.704,700.0
247204885.904,865.0
247204886.104,790.0
247204886.304,735.0
247204886.504,710.0
247204886.704,735.0
247204886.904,740.0
247204887.104,770.0
247204887.304,890.0
247204887.504,780.0
247204887.704,745.0
247204887.904,790.0
247204888.104,845.0
247204888.304,660.0
247204888.504,765.0
247204888.704,800.0
247204888.904,695.0
247204889.104,665.0
247204889.304,770.0
247204889.504,750.0
247204889.704,675.0
247204889.904,795.0
247204890.104,825.0
247204890.304,755.0
247204890.504,780.0
247204890.704,815.0
247204890.904,735.0
247204891.104,775.0
247204891.304,725.0
247204891.504,775.0
247204891.704,870.0
247204891.904,750.0
247204892.104,760.0
247204892.304,735.0
247204892.504,785.0
247204892.704,810.0
247204892.904,680.0
247204893.104,765.0
247204893.304,640.0
247204893.504,735.0
247204893.704,910.0
247204893.904,710.0
247204894.104,755.0
247204894.304,740.0
247204894.504,820.0
247204894.704,750.0
247204894.904,760.0
247204895.104,710.0
247204895.304,835.0
247204895.504,730.0
247204895.704,780.0
247204895.904,745.0
247204896.104,905.0
247204896.304,775.0
247204896.504,715.0
247204896.704,780.0
247204896.904,725.0
247204897.104,635.0
247204897.304,740.0
247204897.504,760.0
247204897.704,745.0
247204897.904,765.0
247204898.104,835.0
247204898.304,750.0
247204898.504,705.0
247204898.704,790.0
247204898.904,665.0
247204899.104,700.0
247204899.304,755.0
247204899.504,870.0
247204899.704,715.0
247204899.904,730.0
247204900.104,800.0
247204900.304,795.0
247204900.504,710.0
247204900.704,770.0
247204900.904,685.0
247204901.104,725.0
247204901.304,800.0
247204901.504,725.0
247204901.704,800.0
247204901.904,845.0
247204902.104,680.0
247204902.304,765.0
247204902.504,825.0
247204902.704,800.0
247204902.904,710.0
247204903.104,835.0
247204903.304,700.0
247204903.504,745.0
247204903.704,740.0
247204903.904,725.0
247204904.104,825.0
247204904.304,700.0
247204904.504,805.0
247204904.704,675.0
247204904.904,755.0
247204905.104,710.0
247204905.304,715.0
247204905.504,695.0
247204905.704,785.0
247204905.904,845.0
247204906.104,725.0
247204906.304,835.0
247204906.504,815.0
247204906.704,795.0
247204906.904,700.0
247204907.104,700.0
247204907.304,865.0
247204907.504,730.0
247204907.704,770.0
247204907.904,810.0
247204908.104,885.0
247204908.304,725.0
247204908.504,740.0
247204908.704,835.0
247204908.904,590.0
247204909.104,650.0
247204909.304,730.0
247204909.504,810.0
247204909.704,745.0
247204909.904,770.0
247204910.104,735.0
247204910.304,810.0
247204910.504,740.0
247204910.704,790.0
247204910.904,690.0
247204911.104,650.0
247204911.304,655.0
247204911.504,735.0
247204911.704,720.0
247204911.904,860.0
247204912.104,840.0
247204912.304,770.0
247204912.504,765.0
247204912.704,790.0
247204912.904,745.0
247204913.104,785.0
247204913.304,790.0
247204913.504,660.0
247204913.704,650.0
247204913.904,655.0
247204914.104,805.0
247204914.304,795.0
247204914.504,755.0
247204914.704,810.0
247204914.904,725.0
247204915.104,785.0
247204915.304,815.0
247204915.504,885.0
247204915.704,685.0
247204915.904,850.0
247204916.104,665.0
247204916.304,845.0
247204916.504,825.0
247204916.704,810.0
247204916.904,860.0
247204917.104,670.0
247204917.304,710.0
247204917.504,670.0
247204917.704,685.0
247204917.904,730.0
247204918.104,605.0
247204918.304,800.0
247204918.504,725.0
247204918.704,830.0
247204918.904,770.0
247204919.104,765.0
247204919.304,770.0
247204919.504,690.0
247204919.704,635.0
247204919.904,685.0
247204920.104,715.0
247204920.304,705.0
247204920.504,690.0
247204920.704,705.0
247204920.904,760.0
247204921.104,815.0
247204921.304,810.0
247204921.504,710.0
247204921.704,755.0
247204921.904,750.0
247204922.104,715.0
247204922.304,640.0
247204922.504,770.0
247204922.704,770.0
247204922.904,655.0
247204923.104,840.0
247204923.304,725.0
247204923.504,845.0
247204923.704,785.0
247204923.904,755.0
247204924.104,960.0
247204924.304,845.0
247204924.504,690.0
247204924.704,700.0
247204924.904,795.0
247204925.104,765.0
247204925.304,695.0
247204925.504,745.0
247204925.704,735.0
247204925.904,795.0
247204926.104,625.0
247204926.304,655.0
247204926.504,775.0
247204926.704,655.0
247204926.904,725.0
247204927.104,755.0
247204927.304,700.0
247204927.504,775.0
247204927.704,745.0
247204927.904,685.0
247204928.104,760.0
247204928.304,805.0
247204928.504,735.0
247204928.704,740.0
247204928.904,645.0
247204929.104,745.0
247204929.304,725.0
247204929.504,915.0
247204929.704,735.0
247204929.904,675.0
247204930.104,795.0
247204930.304,815.0
247204930.504,750.0
247204930.704,670.0
247204930.904,625.0
247204931.104,785.0
247204931.304,725.0
247204931.504,710.0
247204931.704,815.0
247204931.904,800.0
247204932.104,755.0
247204932.304,675.0
247204932.504,695.0
247204932.704,795.0
247204932.904,735.0
247204933.104,795.0
247204933.304,855.0
247204933.504,680.0
247204933.704,870.0
247204933.904,790.0
247204934.104,710.0
247204934.304,665.0
247204934.504,765.0
247204934.704,710.0
247204934.904,885.0
247204935.104,765.0
247204935.304,825.0
247204935.504,725.0
247204935.704,820.0
247204935.904,685.0
247204936.104,860.0
247204936.304,670.0
247204936.504,735.0
247204936.704,765.0
247204936.904,770.0
247204937.104,845.0
247204937.304,670.0
247204937.504,710.0
247204937.704,765.0
247204937.904,745.0
247204938.104,735.0
247204938.304,740.0
247204938.504,650.0
247204938.704,700.0
247204938.904,745.0
247204939.104,710.0
247204939.304,670.0
247204939.504,730.0
247204939.704,805.0
247204939.904,735.0
247204940.104,720.0
247204940.304,795.0
247204940.504,680.0
247204940.704,615.0
247204940.904,815.0
247204941.104,735.0
247204941.304,800.0
247204941.504,715.0
247204941.704,735.0
247204941.904,825.0
247204942.104,730.0
247204942.304,715.0
247204942.504,840.0
247204942.704,675.0
247204942.904,635.0
247204943.104,765.0
247204943.304,765.0
247204943.504,825.0
247204943.704,700.0
247204943.904,765.0
247204944.104,735.0
247204944.304,760.0
247204944.504,730.0
247204944.704,855.0
247204944.904,695.0
247204945.104,685.0
247204945.304,760.0
247204945.504,755.0
247204945.704,835.0
247204945.904,705.0
247204946.104,900.0
247204946.304,685.0
247204946.504,710.0
247204946.704,615.0
247204946.904,770.0
247204947.104,710.0
247204947.304,735.0
247204947.504,795.0
247204947.704,825.0
247204947.904,710.0
247204948.104,750.0
247204948.304,615.0
247204948.504,775.0
247204948.704,755.0
247204948.904,740.0
247204949.104,705.0
247204949.304,820.0
247204949.504,745.0
247204949.704,770.0
247204949.904,715.0
247204950.104,660.0
247204950.304,775.0
247204950.504,695.0
247204950.704,720.0
247204950.904,860.0
247204951.104,695.0
247204951.304,810.0
247204951.504,765.0
247204951.704,740.0
247204951.904,785.0
247204952.104,855.0
247204952.304,820.0
247204952.504,660.0
247204952.704,830.0
247204952.904,655.0
247204953.104,825.0
247204953.304,705.0
247204953.504,865.0
247204953.704,650.0
247204953.904,720.0
247204954.104,700.0
247204954.304,685.0
247204954.504,750.0
247204954.704,850.0
247204954.904,805.0
247204955.104,730.0
247204955.304,835.0
247204955.504,695.0
247204955.704,820.0
247204955.904,775.0
247204956.104,735.0
247204956.304,660.0
247204956.504,725.0
247204956.704,735.0
247204956.904,745.0
247204957.104,695.0
247204957.304,700.0
247204957.504,710.0
247204957.704,765.0
247204957.904,660.0
247204958.104,730.0
247204958.304,800.0
247204958.504,815.0
247204958.704,800.0
247204958.904,695.0
247204959.104,715.0
247204959.304,710.0
247204959.504,745.0
247204959.704,775.0
247204959.904,705.0
247204960.104,670.0
247204960.304,740.0
247204960.504,695.0
247204960.704,860.0
247204960.904,770.0
247204961.104,680.0
247204961.304,860.0
247204961.504,720.0
247204961.704,750.0
247204961.904,725.0
247204962.104,725.0
247204962.304,715.0
247204962.504,660.0
247204962.704,640.0
247204962.904,715.0
247204963.104,815.0
247204963.304,705.0
247204963.504,770.0
247204963.704,740.0
247204963.904,715.0
247204964.104,755.0
247204964.304,730.0
247204964.504,675.0
247204964.704,730.0
247204964.904,875.0
247204965.104,765.0
247204965.304,805.0
247204965.504,780.0
247204965.704,730.0
247204965.904,870.0
247204966.104,745.0
247204966.304,705.0
247204966.504,685.0
247204966.704,715.0
247204966.904,620.0
247204967.104,790.0
247204967.304,750.0
247204967.504,790.0
247204967.704,750.0
247204967.904,735.0
247204968.104,635.0
247204968.304,775.0
247204968.504,735.0
247204968.704,780.0
247204968.904,645.0
247204969.104,740.0
247204969.304,710.0
247204969.504,725.0
247204969.704,900.0
247204969.904,660.0
247204970.104,775.0
247204970.304,800.0
247204970.504,775.0
247204970.704,730.0
247204970.904,800.0
247204971.104,655.0
247204971.304,750.0
247204971.504,685.0
247204971.704,645.0
247204971.904,740.0
247204972.104,780.0
247204972.304,820.0
247204972.504,810.0
247204972.704,670.0
247204972.904,690.0
247204973.104,830.0
247204973.304,760.0
247204973.504,730.0
247204973.704,695.0
247204973.904,815.0
247204974.104,785.0
247204974.304,755.0
247204974.504,760.0
247204974.704,790.0
247204974.904,730.0
247204975.104,805.0
247204975.304,760.0
247204975.504,595.0
247204975.704,765.0
247204975.904,795.0
247204976.104,655.0
247204976.304,730.0
247204976.504,820.0
247204976.704,750.0
247204976.904,635.0
247204977.104,790.0
247204977.304,715.0
247204977.504,755.0
247204977.704,730.0
247204977.904,700.0
247204978.104,755.0
247204978.304,785.0
247204978.504,700.0
247204978.704,790.0
247204978.904,780.0
247204979.104,795.0
247204979.304,685.0
247204979.504,715.0
247204979.704,770.0
247204979.904,695.0
247204980.104,725.0
247204980.304,730.0
247204980.504,765.0
247204980.704,730.0
247204980.904,785.0
247204981.104,630.0
247204981.304,650.0
247204981.504,780.0
247204981.704,760.0
247204981.904,785.0
247204982.104,755.0
247204982.304,865.0
247204982.504,715.0
247204982.704,905.0
247204982.904,745.0
247204983.104,735.0
247204983.304,750.0
247204983.504,790.0
247204983.704,695.0
247204983.904,805.0
247204984.104,795.0
247204984.304,725.0
247204984.504,715.0
247204984.704,685.0
247204984.904,840.0
247204985.104,625.0
247204985.304,725.0
247204985.504,760.0
247204985.704,645.0
247204985.904,770.0
247204986.104,745.0
247204986.304,865.0
247204986.504,665.0
247204986.704,610.0
247204986.904,680.0
247204987.104,705.0
247204987.304,715.0
247204987.504,775.0
247204987.704,800.0
247204987.904,660.0
247204988.104,755.0
247204988.304,650.0
247204988.504,670.0
247204988.704,835.0
247204988.904,730.0
247204989.104,660.0
247204989.304,765.0
247204989.504,790.0
247204989.704,690.0
247204989.904,705.0
247204990.104,645.0
247204990.304,720.0
247204990.504,700.0
247204990.704,680.0
247204990.904,745.0
